Variable Angle Spectroscopic Ellipsometric (VASE) Data
Wavelength (nm)	Psi (65.00, 70.00, 75.00°)	Delta (65.00, 70.00, 75.00°)									Model	
880.919556	54.412487	259.495667	53.873344	261.017151	80.221222	-77.558266	79.657944	-76.891113	69.221626	44.752659	70.109718	44.460464	
882.496277	55.775986	258.713593	55.296005	260.312622	82.276497	-75.143227	81.897003	-74.284523	68.042908	47.829491	68.590424	47.267090	
884.073059	57.314323	258.005249	56.776329	259.513611	84.506546	-73.509537	84.117874	-69.261505	66.542793	49.569164	67.061401	49.521793	
885.649780	58.714970	257.346985	58.314285	258.606201	86.792229	-57.688759	86.232689	-57.737530	64.906265	50.991333	65.542770	51.333908	
887.226379	60.387615	257.277283	59.908871	257.572876	87.991379	-10.999838	87.839561	-23.609365	63.407314	53.046791	64.049385	52.790825	
888.802856	61.974583	254.905624	61.558693	256.390961	87.505211	49.906712	87.538826	36.091946	62.109818	54.006866	62.591358	53.962189	
890.379211	63.536697	253.564590	63.261169	255.030945	85.396652	63.928699	85.732666	61.471180	60.689579	55.011433	61.175735	54.903027	
891.955444	65.633331	251.650513	65.012177	253.453751	83.230309	71.295006	83.613007	70.554337	59.108440	55.398411	59.807262	55.657089	
893.531433	67.441849	249.278015	66.805466	251.607285	80.785843	74.764473	81.438072	74.751495	58.126328	55.930588	58.489029	56.259262	
895.107788	69.352509	247.618301	68.633377	249.419891	78.826431	77.690765	79.270233	77.004745	56.609600	56.559254	57.221992	56.737648	
896.683899	71.108246	244.811386	70.483406	246.794662	76.751762	79.361984	77.135689	78.308418	55.603420	57.070152	56.007164	57.114544	
898.259766	72.635078	239.183594	72.339310	243.594360	74.436333	79.686829	75.048134	79.084412	54.455200	57.245037	54.844158	57.408470	
899.835266	74.395477	236.762985	74.177811	239.625015	72.722626	80.379692	73.016800	79.540413	53.435513	57.200130	53.732243	57.634575	
901.411011	76.274551	230.169571	75.967064	234.607788	70.719818	79.393158	71.046677	79.790245	52.395935	57.388916	52.669430	57.805378	
902.987122	78.212013	223.837128	77.659157	228.154770	68.714745	79.148087	69.141731	79.901283	51.179199	57.163773	51.653908	57.931114	
904.562134	79.025284	213.332413	79.181442	219.771393	67.308548	79.685646	67.306244	79.916374	50.384853	57.646408	50.684563	58.020317	
906.138000	80.740318	204.484055	80.432495	208.930435	65.292442	80.182381	65.539436	79.864197	49.660557	57.706249	49.758110	58.080353	
907.713379	81.724976	190.711166	81.276947	195.467102	63.544548	79.575035	63.843498	79.764366	48.807037	57.686050	48.873234	58.117153	
909.288269	81.168419	174.861954	81.584465	180.165451	61.728642	79.547188	62.218189	79.630829	47.988567	57.532169	48.027740	58.135723	
910.863892	80.909866	160.126907	81.299843	164.874054	60.470760	79.658516	60.661491	79.473892	47.227119	57.650745	47.218861	58.140347	
912.438965	79.737930	149.345215	80.485992	151.453629	58.931362	79.029366	59.173302	79.301628	46.228127	57.440136	46.445141	58.134701	
914.013489	78.322495	139.962952	79.278793	140.665237	57.686207	79.420532	57.751846	79.120110	45.739693	57.590439	45.704517	58.121864	
915.588684	77.009270	130.183960	77.812706	132.316360	56.157852	78.348778	56.393761	78.933739	44.735657	57.525124	44.994328	58.104362	
917.163208	75.354736	124.764267	76.191803	125.896896	54.866718	79.127304	55.097839	78.746399	44.220657	57.462036	44.313240	58.084404	
918.737671	74.016930	119.101692	74.485611	120.904297	53.889305	78.508492	53.861038	78.561096	43.526756	57.594723	43.659142	58.063889	
920.312805	72.271324	115.937607	72.740021	116.952675	52.937408	78.355301	52.680359	78.380234	42.968952	57.506855	43.030067	58.044418	
921.887207	70.196732	114.177803	70.987419	113.768822	51.309624	78.451851	51.554001	78.205833	42.286041	57.954128	42.424805	58.027302	
923.461426	68.962456	111.945557	69.248276	111.157089	50.332569	77.721581	50.478844	78.039398	41.947453	57.471695	41.841530	58.013626	
925.035522	67.215286	108.426979	67.536972	108.980690	49.425087	78.263924	49.452168	77.882286	41.141487	57.532455	41.278725	58.004368	
926.610229	65.458916	106.664948	65.862869	107.141495	48.500866	77.686707	48.470985	77.735603	40.725769	57.412960	40.734764	58.000362	
928.183960	63.352600	106.528862	64.234535	105.570290	47.685467	76.975197	47.533684	77.600349	40.151020	57.355610	40.208836	58.002247	
929.758301	62.488338	104.091339	62.654949	104.213020	46.695404	77.316338	46.636829	77.477043	39.503830	57.730396	39.699135	58.010521	
931.332214	61.414696	103.789070	61.128071	103.031464	45.835091	77.949600	45.778614	77.366364	39.287815	57.893074	39.204800	58.025627	
932.905945	59.545582	101.592987	59.655407	101.995766	45.161266	77.000877	44.956673	77.268845	38.749138	57.476601	38.724670	58.047974	
934.479370	57.880199	101.643768	58.237759	101.082939	44.423000	76.609825	44.168873	77.184891	38.448219	57.326092	38.257740	58.077843	
936.053223	57.159824	99.565010	56.874474	100.274437	43.519993	77.370758	43.412796	77.114708	37.734715	58.252632	37.802803	58.115433	
937.626648	55.593609	99.313118	55.565620	99.556366	42.463909	77.259315	42.686840	77.058533	37.388290	58.026100	37.359158	58.160866	
939.199707	54.111526	99.080177	54.310150	98.917313	42.230591	76.682747	41.989147	77.016579	37.171497	57.889149	36.925945	58.214279	
940.773071	52.314442	96.988808	53.106186	98.347832	41.420422	76.957298	41.317688	76.988998	36.440376	57.708054	36.502186	58.275818	
942.346558	51.390831	97.244934	51.952225	97.840355	40.491005	76.976662	40.670841	76.975845	35.894608	58.224567	36.087132	58.345490	
943.919739	49.613213	98.588715	50.846909	97.388702	40.122475	76.713440	40.047264	76.977112	35.589886	58.185806	35.680202	58.423233	
945.492371	49.015297	96.373108	49.788414	96.987686	39.142464	75.970497	39.445515	76.992790	35.069302	58.348232	35.280758	58.509026	
947.065125	47.266644	96.112900	48.774471	96.632851	38.493103	77.314941	38.864040	77.022926	34.599430	58.116127	34.888046	58.602875	
948.638062	46.635715	96.807838	47.803089	96.320526	37.936993	77.259682	38.301521	77.067474	34.107685	58.365509	34.501469	58.704735	
950.211243	46.337200	95.958389	46.872223	96.047478	37.220974	77.155464	37.756683	77.126350	33.819370	58.979774	34.120426	58.814495	
951.783691	45.489815	95.173431	45.980396	95.811111	37.094265	77.481476	37.228653	77.199425	33.567509	58.507813	33.744572	58.931988	
953.356262	43.916878	95.215645	45.125244	95.608978	36.702900	77.517525	36.716087	77.286659	32.967163	58.852146	33.373241	59.057175	
954.928101	43.164158	95.507568	44.305336	95.439224	35.901791	77.370529	36.218254	77.387947	32.760250	58.908806	33.006161	59.189911	
956.500793	42.664005	94.836868	43.518108	95.299889	35.264099	78.003372	35.733730	77.503265	32.302002	59.189365	32.642544	59.330177	
958.072754	41.923183	93.918060	42.762531	95.189461	35.045818	78.244026	35.262054	77.632355	31.975422	59.316555	32.282303	59.477665	
959.645386	41.216663	95.205070	42.036282	95.106468	34.494492	77.447166	34.801979	77.775208	31.660091	59.607273	31.924723	59.632351	
961.217163	40.310253	94.421860	41.338501	95.049789	34.174004	77.673965	34.353195	77.931572	31.241039	59.659618	31.569811	59.793953	
962.788940	40.148674	94.740829	40.667286	95.018318	33.643768	77.973259	33.914734	78.101448	31.067274	59.563580	31.217037	59.962433	
964.360657	39.597462	94.874214	40.021198	95.011009	33.139050	78.276474	33.485905	78.284676	30.617558	59.739769	30.866076	60.137589	
965.932251	38.894077	95.318115	39.398838	95.026932	32.876003	78.313850	33.066040	78.481087	30.403151	60.158390	30.516602	60.319218	
967.503601	38.312603	94.368896	38.798935	95.065262	32.352116	78.767181	32.654556	78.690575	29.973936	60.111633	30.168344	60.507149	
969.075562	37.967445	94.618004	38.219982	95.125328	32.164501	78.619873	32.250702	78.913162	29.577801	60.407417	29.820873	60.701344	
970.646606	37.231792	94.645851	37.661396	95.206421	31.606007	79.241997	31.854357	79.148521	29.238224	60.727737	29.474283	60.901447	
972.218079	36.953568	95.356285	37.121521	95.307915	31.196281	79.167847	31.464619	79.396736	28.951744	60.397068	29.127985	61.107426	
973.788574	36.257374	95.453629	36.599792	95.429115	31.023508	79.926743	31.081364	79.657448	28.522928	61.220970	28.782059	61.318878	
975.359558	35.846664	95.256744	36.094742	95.569603	30.451075	79.847824	30.703798	79.930786	28.177467	61.315308	28.435972	61.535820	
976.931030	35.178349	95.320786	35.605515	95.728920	30.357809	80.052498	30.331556	80.216713	28.044424	61.071438	28.089558	61.758102	
978.501343	34.916893	95.861687	35.131748	95.906433	29.500254	80.605278	29.964649	80.514824	27.410759	62.272045	27.743000	61.985298	
980.072144	34.441467	95.500534	34.672062	96.101868	29.350994	80.886887	29.602272	80.825348	27.179556	61.646759	27.395706	62.217430	
981.643250	33.828800	96.222206	34.225723	96.314804	29.012659	81.020515	29.244112	81.148178	26.984158	61.823265	27.047529	62.454258	
983.213196	33.421032	96.640953	33.792408	96.544670	28.806538	81.450729	28.890177	81.482964	26.581264	62.171608	26.698631	62.695389	
984.783508	33.144985	96.127457	33.371002	96.791382	28.458971	81.799820	28.539824	81.830048	26.123573	62.642433	26.348522	62.940910	
986.354126	33.041843	96.431526	32.960899	97.054626	27.955584	82.219330	28.192793	82.189377	25.744650	62.505840	25.997078	63.190624	
987.924194	32.405411	97.721115	32.561687	97.333908	27.496424	82.696251	27.848984	82.560699	25.463928	63.142506	25.644337	63.444134	
989.494629	31.792902	96.838379	32.172588	97.629059	27.291477	82.837799	27.507971	82.944153	25.180059	63.111408	25.289993	63.701332	
991.064453	31.645401	97.439400	31.793291	97.939651	26.934811	82.772911	27.169720	83.339539	24.790138	63.303967	24.934141	63.961868	
992.633667	31.040302	98.070480	31.423313	98.265442	26.672716	84.083778	26.834044	83.746872	24.400236	63.462318	24.576700	64.225571	
994.203918	30.910578	98.589348	31.061821	98.606522	26.555265	84.172592	26.500414	84.166580	24.049761	64.065819	24.217218	64.492485	
995.773560	30.641794	98.437119	30.708700	98.962318	26.077650	84.578903	26.168941	84.598267	23.681025	63.515453	23.855936	64.762070	
997.342590	30.072271	99.342171	30.363512	99.332588	25.751282	84.639740	25.839436	85.041939	23.479742	63.814137	23.492758	65.034065	
998.912476	30.097855	99.637901	30.025555	99.717506	25.374689	85.133881	25.511438	85.498093	22.945515	64.644615	23.127277	65.308487	
1012.272156	26.566401	104.731133	27.404167	103.554871	21.961288	91.412811	22.771053	89.889992	19.028625	68.077072	19.924889	67.699127	
1015.750671	25.698765	104.832748	26.783730	104.713280	21.246511	92.211601	22.067698	91.190880	18.001139	68.397247	19.062166	68.323456	
1019.228027	25.417881	106.929642	26.184763	105.935112	20.630119	94.399925	21.367506	92.561234	17.227612	69.280060	18.187654	68.940758	
1022.703979	24.943661	108.032722	25.605433	107.219528	19.958260	95.625175	20.670053	94.004257	16.323339	69.311447	17.301470	69.545753	
1026.178345	24.456554	109.421883	25.044334	108.565880	19.303938	97.009201	19.975277	95.523949	15.529892	70.160675	16.404026	70.132706	
1029.650635	23.942844	110.911331	24.500311	109.973610	18.608944	98.369011	19.283321	97.124977	14.601315	70.418221	15.495911	70.694763	
1033.122314	23.379074	112.424988	23.971989	111.443115	17.957340	100.241653	18.593983	98.813675	13.748877	70.860786	14.577215	71.223457	
1036.592529	23.080545	114.680000	23.458841	112.973907	17.278851	102.209419	17.908028	100.596405	12.730602	71.041862	13.649067	71.708748	
1040.060791	22.354996	115.462227	22.960155	114.565788	16.626547	103.715714	17.226019	102.480583	11.869220	71.636833	12.712369	72.136993	
1043.527710	21.954731	117.132568	22.475397	116.219246	15.913604	106.216011	16.548695	104.475761	10.815195	72.046326	11.768006	72.491562	
1046.993896	21.628683	119.018494	22.004166	117.934837	15.341308	107.995888	15.876994	106.592941	9.976528	72.219139	10.817012	72.750061	
1050.457520	21.060482	120.928200	21.546452	119.711754	14.647198	110.911774	15.212510	108.842751	9.020892	71.866173	9.861322	72.880951	
1053.920776	20.611242	122.533989	21.102011	121.551476	14.060795	113.061203	14.556504	111.240753	8.142264	72.052620	8.902049	72.841583	
1057.382568	20.140263	124.264931	20.670921	123.453682	13.388201	115.768303	13.910927	113.801903	7.106301	71.190376	7.941437	72.567413	
1060.842773	19.883486	126.543533	20.253378	125.418533	12.787257	118.094780	13.278024	116.543976	6.282469	70.074425	6.982074	71.961212	
1064.301880	19.438044	128.615234	19.849621	127.446510	12.207803	121.682991	12.660323	119.487534	5.271331	68.163124	6.027210	70.866989	
1067.758789	19.055944	130.638229	19.459957	129.537094	11.653472	124.574516	12.060823	122.653610	4.447196	65.296371	5.082019	69.016235	
1071.215088	18.746088	133.214355	19.084715	131.691238	11.135805	128.847778	11.482802	126.067734	3.478578	60.609169	4.154320	65.916420	
1074.670532	18.329350	135.055191	18.724335	133.908585	10.596850	131.898651	10.930190	129.754715	2.684876	53.717430	3.259999	60.573353	
1078.124023	18.032982	137.425110	18.379406	136.187805	10.074924	136.715378	10.407615	133.737885	1.934300	36.168468	2.435449	50.805565	
1081.577026	17.715361	139.579453	18.050488	138.529007	9.664184	140.571396	9.920061	138.041656	1.514123	11.358809	1.775445	31.914885	
1085.027588	17.391138	142.226608	17.738226	140.929749	9.283205	145.864227	9.473211	142.681305	1.738347	-23.514280	1.505269	-0.184770	
1088.478271	17.186668	144.523834	17.443027	143.390274	8.859896	150.173111	9.072742	147.669617	2.216762	-42.856716	1.799218	-31.561052	
1091.927002	16.988356	147.290527	17.165785	145.907166	8.641791	156.097458	8.725204	152.999817	3.014962	-55.660835	2.454117	-49.626427	
1095.374390	16.573128	149.722000	16.906956	148.478271	8.431734	161.611343	8.436503	158.650635	3.761691	-61.892849	3.251384	-59.003647	
1098.821289	16.439657	152.480972	16.667168	151.101273	8.197633	167.739578	8.212253	164.580200	4.666290	-66.210678	4.102031	-64.186577	
1102.266357	16.093960	154.756668	16.447130	153.771530	8.060296	173.557602	8.057115	170.719681	5.491302	-68.159698	4.972029	-67.234978	
1105.710327	15.987283	157.982269	16.247234	156.485474	8.049797	179.971283	7.973899	176.983856	6.430014	-69.790413	5.846958	-69.091354	
1109.153198	15.859953	160.649780	16.068089	159.238251	8.043360	185.778259	7.963741	183.272202	7.213297	-70.437759	6.719298	-70.227806	
1112.595581	15.696539	163.343170	15.910068	162.025070	8.130929	192.195160	8.025489	189.482635	8.118970	-70.776436	7.584992	-70.901016	
1116.036255	15.640524	166.131500	15.773506	164.839157	8.335181	197.366577	8.155846	195.517761	8.868192	-71.311577	8.441083	-71.260895	
1119.476074	15.446141	169.000015	15.658740	167.674881	8.557444	203.195557	8.350058	201.300247	9.781706	-71.300087	9.285947	-71.402390	
1122.914795	15.334997	171.696945	15.565891	170.525452	8.735398	208.245911	8.601987	206.773499	10.498774	-71.638321	10.118287	-71.386429	
1126.352173	15.321150	174.686783	15.494967	173.383743	9.150481	213.426666	8.904858	211.903778	11.388981	-71.253426	10.937137	-71.254509	
1129.788086	15.390491	177.418686	15.446031	176.242691	9.426763	217.895309	9.251938	216.677490	12.119482	-71.092545	11.741826	-71.036781	
1133.224243	15.272785	180.470230	15.418844	179.096512	9.880515	222.183380	9.636752	221.099579	12.951667	-70.799171	12.532256	-70.754021	
1136.658447	15.279222	183.046738	15.413113	181.936447	10.287521	225.730682	10.052922	225.181381	13.661294	-70.319183	13.307618	-70.421974	
1140.091553	15.377953	186.198471	15.428568	184.756516	10.748879	229.487289	10.495174	228.944672	14.458005	-69.898010	14.067970	-70.053078	
1143.524292	15.424523	188.624115	15.464695	187.550629	11.145060	233.134750	10.958702	232.414551	15.147379	-69.665680	14.813337	-69.656235	
1146.955566	15.523701	191.687683	15.520873	190.311508	11.653959	236.204819	11.439069	235.615295	15.893305	-69.380623	15.543386	-69.238670	
1150.385986	15.609879	193.899933	15.596561	193.033661	12.071355	238.860764	11.932795	238.572083	16.566669	-68.725227	16.258278	-68.806534	
1153.815674	15.780434	196.839539	15.691013	195.712021	12.648738	241.441101	12.436789	241.308990	17.295017	-68.277130	16.958168	-68.364296	
1157.244385	15.795979	199.121475	15.803404	198.341965	13.133190	243.650345	12.948393	243.848083	17.897863	-68.108147	17.643227	-67.915558	
1160.672607	15.949070	201.993286	15.933043	200.920090	13.733604	245.969589	13.465621	246.209503	18.620760	-67.555138	18.313900	-67.463638	
1164.099487	16.049860	204.222809	16.079042	203.442062	14.134157	248.204330	13.986444	248.410172	19.252365	-67.115189	18.970240	-67.011238	
1167.524658	16.299646	206.962189	16.240440	205.904938	14.725725	250.655121	14.509211	250.466003	19.896263	-66.707321	19.612507	-66.560326	
1170.950195	16.496080	209.099930	16.416515	208.307785	15.212604	252.342041	15.032964	252.391815	20.483082	-66.301575	20.241432	-66.112648	
1174.373657	16.672358	211.365189	16.606310	210.647171	15.808764	253.903809	15.556298	254.198410	21.184914	-65.741760	20.856983	-65.670174	
1177.796997	16.860397	213.654037	16.808994	212.923477	16.212208	255.701370	16.078598	255.898041	21.728567	-65.314453	21.459955	-65.233673	
1181.220093	17.140215	215.938812	17.023752	215.135880	16.785233	257.115082	16.599155	257.499969	22.377659	-64.777100	22.050787	-64.804359	
1184.641724	17.315344	218.034973	17.249758	217.283020	17.321135	258.651276	17.117228	259.011627	22.893423	-64.445015	22.629726	-64.383575	
1188.062744	17.608742	220.020721	17.486212	219.365814	17.825825	260.138245	17.632471	260.441193	23.491791	-64.071350	23.197445	-63.971764	
1191.482788	17.853285	221.854355	17.732346	221.384491	18.318359	261.445435	18.144499	261.795044	24.004965	-63.803802	23.754419	-63.569641	
1194.902100	18.025715	224.125458	17.987543	223.339661	18.839705	262.645996	18.653139	263.078705	24.591343	-63.300022	24.301229	-63.178009	
1198.320068	18.381428	225.651459	18.251062	225.231995	19.371136	263.807343	19.158117	264.297241	25.075228	-62.938633	24.838343	-62.797310	
1201.739014	18.682163	227.689377	18.522425	227.063889	19.846420	265.165680	19.659647	265.455994	25.683437	-62.546837	25.366669	-62.427643	
1205.155396	18.947502	229.220612	18.800812	228.834412	20.310329	265.921356	20.157175	266.557617	26.119684	-62.194832	25.886215	-62.069927	
1208.572266	19.150227	231.362488	19.085989	230.546555	20.870827	267.216705	20.651222	267.606628	26.648525	-61.887238	26.398087	-61.724194	
1211.987305	19.501482	233.012222	19.377199	232.200592	21.309130	268.142944	21.141459	268.605652	27.170031	-61.530315	26.902489	-61.390793	
1215.402588	19.776541	234.149536	19.674198	233.799011	21.847851	269.141418	21.628309	269.558105	27.694635	-61.229973	27.400347	-61.069771	
1218.817017	20.083157	235.703629	19.976543	235.342438	22.289568	269.978699	22.111782	-89.534019	28.138746	-60.847164	27.892094	-60.761620	
1222.231201	20.401869	237.577484	20.283915	236.832932	22.755764	-88.914833	22.592169	-88.668030	28.704546	-60.572166	28.378481	-60.466255	
1225.644043	20.730234	238.519974	20.595863	238.271454	23.230659	-88.215393	23.069502	-87.842133	29.096415	-60.351254	28.859945	-60.183876	
1229.056396	21.041582	240.114120	20.912275	239.659882	23.769632	-87.482124	23.544230	-87.054306	29.633856	-60.148304	29.337313	-59.914566	
1232.468384	21.337938	241.283371	21.232933	240.999527	24.164286	-86.813744	24.016642	-86.302948	30.029463	-59.941456	29.811226	-59.658440	
1235.879639	21.768194	242.168991	21.557568	242.291870	24.668968	-86.046158	24.486982	-85.586426	30.495224	-59.708164	30.282297	-59.415417	
1239.289795	22.031178	244.001633	21.886007	243.538147	25.153389	-85.357681	24.955559	-84.903412	31.005850	-59.333546	30.751165	-59.185524	
1242.700439	22.342712	244.876892	22.218348	244.740097	25.584982	-84.768303	25.422993	-84.252518	31.531673	-59.139458	31.218750	-58.968792	
1246.109619	22.699005	246.261429	22.554298	245.898483	26.065596	-83.983688	25.889410	-83.632820	31.974083	-58.884388	31.685497	-58.765190	
1249.518799	23.092089	247.299744	22.893892	247.014954	26.525051	-83.381760	26.355354	-83.042984	32.410629	-58.771194	32.152256	-58.574516	
1252.926514	23.344208	248.290573	23.236979	248.090149	27.007092	-82.940712	26.821066	-82.482346	32.895004	-58.683819	32.619549	-58.396797	
1256.334839	23.781834	249.079910	23.583839	249.125793	27.458105	-82.397064	27.287333	-81.949776	33.402279	-58.266651	33.088432	-58.231884	
1259.742676	24.044346	250.300934	23.934343	250.122726	27.974731	-82.131630	27.754438	-81.444496	33.818531	-58.334469	33.559490	-58.079559	
1263.149658	24.442015	251.075928	24.288544	251.081940	28.442734	-81.464745	28.222862	-80.965744	34.246319	-58.408562	34.033474	-57.939621	
1266.555908	24.756138	252.208008	24.646576	252.004349	28.882465	-81.039124	28.693159	-80.512878	34.741394	-58.150997	34.511196	-57.811924	
1269.962158	25.184347	253.025055	25.008709	252.891144	29.305733	-80.528793	29.166042	-80.085144	35.300346	-57.984722	34.993645	-57.696205	
1273.367310	25.549749	253.636917	25.374874	253.742859	29.862999	-80.280052	29.641825	-79.681999	35.706409	-57.875408	35.481403	-57.592110	
1276.772339	25.884676	254.605667	25.745388	254.560669	30.329645	-79.882591	30.121273	-79.302704	36.243340	-57.671238	35.975513	-57.499256	
1280.178467	26.144659	255.767883	26.120609	255.345490	30.655912	-79.478180	30.605169	-78.946732	36.606300	-57.766373	36.477020	-57.417332	
1283.582764	26.588299	256.216827	26.500475	256.097412	31.210951	-79.178230	31.093781	-78.613831	37.167267	-57.613747	36.986443	-57.345947	
1286.986572	27.000814	256.921478	26.885328	256.817505	31.873081	-78.610512	31.587906	-78.303268	37.736912	-57.546806	37.504871	-57.284496	
1290.389771	27.556561	257.854218	27.275446	257.506409	32.359905	-78.240662	32.088230	-78.014587	38.306030	-57.448753	38.033260	-57.232426	
1293.793335	27.886932	258.110352	27.671333	258.164917	32.770779	-78.439590	32.595703	-77.747330	38.746098	-57.607086	38.572826	-57.189194	
1297.196045	28.205980	258.883514	28.073137	258.793335	33.284767	-77.777336	33.110840	-77.501129	39.442924	-57.401814	39.124359	-57.154083	
1300.598877	28.707172	259.642242	28.481314	259.392456	33.790859	-77.866837	33.634563	-77.275391	39.884125	-57.534851	39.689064	-57.126221	
1304.001709	29.030582	259.776978	28.896231	259.962769	34.286152	-77.527199	34.167660	-77.069717	40.442158	-57.205727	40.268002	-57.104729	
1307.403076	29.553497	260.351563	29.318182	260.504425	34.923489	-77.375305	34.710796	-76.883850	41.146317	-57.270386	40.862080	-57.088734	
1310.805786	29.956833	261.035583	29.747906	261.018311	35.395226	-77.384537	35.265247	-76.717194	41.676571	-57.252281	41.472874	-57.077076	
1314.206665	30.446558	261.344635	30.185461	261.504456	36.106384	-76.849953	35.831413	-76.569374	42.494888	-57.355679	42.101002	-57.068451	
1317.608521	30.951277	261.751465	30.631695	261.963623	36.578094	-76.731163	36.410702	-76.439842	42.931217	-57.467281	42.748161	-57.061462	
1321.009521	31.395365	262.252502	31.086941	262.395844	37.177650	-76.790970	37.003834	-76.328316	43.761688	-57.442455	43.415257	-57.054653	
1324.409912	31.732611	263.032135	31.551748	262.801483	37.729507	-76.766144	37.611828	-76.234299	44.356720	-57.346500	44.103519	-57.046272	
1327.810791	32.314362	262.992218	32.026806	263.181030	38.334000	-76.793816	38.235912	-76.157204	45.058784	-57.520470	44.814384	-57.034260	
1331.212036	32.591110	263.633759	32.512737	263.534760	39.046009	-76.635826	38.877213	-76.096519	45.743164	-57.402634	45.549114	-57.016403	
1334.612061	33.336678	264.157104	33.009964	263.862671	39.651142	-76.801544	39.536549	-76.051834	46.617851	-57.229656	46.308578	-56.990322	
1338.011963	33.808716	264.018951	33.519341	264.165039	40.338428	-76.456245	40.215343	-76.022606	47.383919	-57.399803	47.094265	-56.953270	
1341.412109	34.242790	264.518311	34.041538	264.442230	41.151840	-76.582886	40.914799	-76.008110	48.076862	-57.166679	47.907349	-56.901966	
1344.811890	35.081070	264.534729	34.577229	264.694305	41.843849	-76.233986	41.636078	-76.007721	49.013920	-57.121868	48.748852	-56.832840	
1348.211548	35.215622	264.933044	35.127197	264.921387	42.548687	-76.658524	42.380493	-76.020790	49.799061	-56.981071	49.619850	-56.741905	
1351.610596	35.887074	265.151123	35.692211	265.123474	43.344269	-76.603333	43.149292	-76.046692	50.777058	-56.918106	50.521217	-56.624733	
1355.010498	36.483311	265.353973	36.273281	265.300781	44.062286	-76.778305	43.944099	-76.084511	51.631470	-56.896442	51.454105	-56.475903	
1358.409912	36.982979	265.553833	36.871029	265.453339	44.904121	-76.931671	44.765968	-76.133331	52.704193	-56.770451	52.418804	-56.289486	
1361.809814	37.642345	265.426819	37.486565	265.581146	45.719971	-77.178078	45.616581	-76.192245	53.621220	-56.509335	53.416103	-56.058609	
1365.208740	38.232071	265.165619	38.120617	265.683960	46.801582	-76.553452	46.497047	-76.260361	54.491211	-55.923347	54.445877	-55.775707	
1368.608154	38.997841	265.558624	38.774315	265.761841	47.520699	-77.205948	47.409035	-76.336456	55.647224	-55.814449	55.508312	-55.431561	
1372.007690	39.785347	266.051178	39.448620	265.814697	48.284554	-76.754135	48.353912	-76.419182	56.849735	-55.422188	56.602886	-55.015602	
1375.407471	40.524448	265.882019	40.144539	265.842316	49.420212	-76.678757	49.333057	-76.507126	57.931595	-55.237667	57.728626	-54.515671	
1378.807373	40.958248	265.453613	40.863106	265.844360	50.340420	-76.898521	50.347809	-76.598801	59.177212	-54.272610	58.884041	-53.917732	
1382.205444	42.322876	265.588989	41.605049	265.820465	51.504051	-77.627541	51.398979	-76.692497	60.435848	-53.618633	60.066448	-53.205719	
1385.604858	43.087189	265.689789	42.372044	265.770325	52.589329	-77.651321	52.488670	-76.786095	61.744637	-52.503311	61.273872	-52.359432	
1389.005615	43.364933	265.002777	43.165226	265.693451	53.448349	-77.571892	53.618088	-76.877281	62.747746	-51.497944	62.502499	-51.355888	
1392.404175	44.022102	265.877686	43.984943	265.589325	55.006779	-77.719810	54.787170	-76.963348	63.966320	-49.875278	63.746185	-50.169327	
1395.803833	45.304760	264.121216	44.833076	265.456970	56.217442	-77.714050	55.997921	-77.041542	65.444557	-49.208664	64.999886	-48.767502	
1399.204346	45.917610	265.107574	45.710732	265.295624	57.162426	-78.020988	57.251060	-77.108170	66.730659	-46.978447	66.255714	-47.113274	
1402.603882	46.830830	264.834106	46.618546	265.104431	58.628284	-78.379456	58.546467	-77.158852	67.853821	-45.541340	67.503326	-45.164566	
1406.004150	47.739105	264.641205	47.558010	264.882080	60.144474	-78.219398	59.885025	-77.188560	69.121780	-42.610718	68.731422	-42.871601	
1409.404785	48.916748	264.436584	48.530178	264.627075	61.349937	-77.882233	61.266766	-77.191254	69.912079	-39.963821	69.925613	-40.179718	
1412.804321	50.183201	263.587769	49.535606	264.337738	62.907284	-77.234482	62.690784	-77.159706	71.473938	-36.977959	71.068161	-37.032219	
1416.205811	50.622406	263.884064	50.576157	264.011902	64.278206	-77.619232	64.157730	-77.084312	72.352562	-33.150192	72.139565	-33.367962	
1419.605713	51.911297	264.085815	51.651611	263.647522	65.499619	-77.386986	65.665039	-76.953293	73.516914	-28.423786	73.115074	-29.141195	
1423.007202	53.052032	262.736511	52.763763	263.241394	67.462921	-77.804321	67.212646	-76.751343	74.364243	-23.947519	73.969284	-24.319252	
1426.408813	54.229176	261.684113	53.912769	262.790070	68.738159	-77.167427	68.797874	-76.458778	74.607719	-17.450222	74.674042	-18.912674	
1429.810181	55.724293	261.525574	55.099068	262.289307	70.573975	-78.173988	70.418030	-76.048996	75.822937	-12.112063	75.202560	-12.985147	
1433.211182	56.781864	262.480835	56.322811	261.734436	72.429657	-77.082085	72.069550	-75.484642	75.789497	-4.892201	75.532196	-6.666344	
1436.613525	58.016632	259.672363	57.584576	261.119141	73.687172	-75.787506	73.748886	-74.712715	75.580872	1.260889	75.648621	-0.143531	
1440.015259	59.070408	260.011932	58.883526	260.436310	75.754128	-74.667885	75.449760	-73.656013	75.667015	8.399322	75.548393	6.355019	
1443.417969	60.194843	258.953094	60.219734	259.676361	77.450241	-74.915733	77.165901	-72.195663	75.066437	13.911528	75.240089	12.612087	
